book_a;book_b;count
0671027662;044021145X;3
0671028367;0446527165;3
0671028367;0671028375;3
0671027662;0316601950;3
0671027662;0425183971;3
0671027662;0425154092;3
0671027662;0380710218;3
0671027662;0440224764;3
0671027662;0440226430;3
0671027662;0553280368;3
0380725835;0375727345;3
0671027662;059035342X;3
0380725835;0425188787;3
0316143464;0312979096;3
0380807343;0767902521;3
0140276904;0671004107;3
0812548051;0812511816;3
0316153915;0399150439;3
0671024094;0345361792;3
0671024094;0440206154;3
0140276904;0316788228;3
0812548094;0345339711;3
0812548051;0886777844;3
0425169693;0440225701;3
0316143464;0452282152;3
0316143464;0441010512;3
0316143464;0441009239;3
0812543262;0671004107;3
0425169693;0140042393;3
0812548094;0886777844;3
0425169693;0316666343;3
0425169693;0385507607;3
0812517725;0439136350;3
0380814021;0439136350;3
0380814021;0385729332;3
0812517725;0380752859;3
0380814021;0590353403;3
0812543262;0385479565;3
0316143464;0316601950;3
0812517725;0446310786;3
0380814021;014131088X;3
0812548094;0345335511;3
0380814021;0060930187;3
0380814021;0064472272;3
0812517725;0345350499;3
0812517725;0553573403;3
0142000663;0446672211;3
0553569155;1558744150;3
0142000663;0446310786;3
0553569155;0440219078;3
0553569155;0440225701;3
0553569155;0439139597;3
0553569155;0812511816;3
0553569155;0679744398;3
0553569058;0375703764;3
0425119920;0425140032;3
0553569058;0375727345;3
0767905202;0451176464;3
0553569058;0380789035;3
0553569058;0385504209;3
0142000663;0385420161;3
0671001132;0451156609;3
0671001132;0451169514;3
0553568760;0515102636;3
0553568760;0671001795;3
0671001132;0451161343;3
0671001132;0451161351;3
0671001132;0451177096;3
0767905202;0449221490;3
0425119920;0345337662;3
0553569058;0345361792;3
0141301155;055321313X;3
0553564528;0451167317;3
0425129586;0446605239;3
0553564528;0452262143;3
0425129586;0446310786;3
0141301155;0553268880;3
0385334036;0312195516;3
0425129586;0440498058;3
0553564528;0515132020;3
0425129586;0440219078;3
0425129586;044021145X;3
0804115761;0446605239;3
0425129586;0446610038;3
0385334036;014028009X;3
0425129586;0446675059;3
0425129586;0385492081;3
0804115761;0553268880;3
076790382X;0743418174;3
038533348X;0345342968;3
0553564528;0553578022;3
0553564528;042518630X;3
0553564528;0440214041;3
0804115761;0446611212;3
0804115761;0440226104;3
0385334036;0316569321;3
0141301155;0553572997;3
0767903862;0385486804;3
0141301155;0553579754;3
0425120279;0345337662;3
0425119920;067102423X;3
0553569058;0743227441;3
0425119920;0451186362;3
0425119920;0451181379;3
0425120279;006101351X;3
0312983298;0345447840;3
038531700X;0425182878;3
0312983298;0345435796;3
038531700X;0425132048;3
0425120279;0743437640;3
038531700X;0385504209;3
038531700X;0385511612;3
0767902890;0871136791;3
038531700X;0425157539;3
0425120279;0679781587;3
0767902890;0679744398;3
038531700X;0440241073;3
0767902890;0679723161;3
0767902890;0679734775;3
0767902890;0679735909;3
038531700X;0345459202;3
0767902890;0804106304;3
0140620427;0140620222;3
0140620427;0140620184;3
0767903382;0060934417;3
038531700X;0425189864;3
0767903382;0060987103;3
0553560735;0553287893;3
0140620427;0140298479;3
0767903382;0140293248;3
0767903382;0142001740;3
0553568701;0553563521;3
0553568701;0553572326;3
0553568760;0446610038;3
0553568760;0385318782;3
0553568760;0446608955;3
0553568760;0446605239;3
0553568760;0440214041;3
0425120279;0385503822;3
0425120279;0440224675;3
0425120279;0440220602;3
0425157539;0440221471;3
0425157539;0440211263;3
0385334036;0671002481;3
0811802981;0679736042;3
0380973650;0679775439;3
0380973650;0767905385;3
0553293354;0441569595;3
0811802981;068484267X;3
0811802981;0679781587;3
0553566040;0679781587;3
0553566040;0812550706;3
0553566040;0553278029;3
0385334036;051513287X;3
0553566040;0380721643;3
0553566040;038549081X;3
0553566040;0425169863;3
0553566040;0440236703;3
0140296409;014023313X;3
0140296409;0446670251;3
0425155943;0446609404;3
0425155943;0440234743;3
0425155943;0440224764;3
0425155943;044021145X;3
0425155943;0440206154;3
0425155943;0345370775;3
0553293354;067102423X;3
0553294385;0451169530;3
0553294385;0451169514;3
0553294385;0553293354;3
0553294385;0553580272;3
0553294385;0812550706;3
042515601X;0425147363;3
0553294385;0441790348;3
0553294385;0440180295;3
0385333412;0060928336;3
0804117683;0140179836;3
076790382X;0345339681;3
0804117683;014023313X;3
0312982518;0515132020;3
0385333412;0312195516;3
0312982518;044023722X;3
0312982518;0440236673;3
0312982518;0440220602;3
0385333412;0743418174;3
0385333412;0767905180;3
0767903862;0743457358;3
0312982518;0060977337;3
0553565915;0440220602;3
0553565915;0440222656;3
0312982518;0142002267;3
0553565915;0440236703;3
0767903862;0553572997;3
0553565915;0446608955;3
0312982518;0345378482;3
0312982518;0060502258;3
0767903862;0767902521;3
0767903862;0142001430;3
0385334036;0060987529;3
076790382X;1573225517;3
076790382X;1558743669;3
0553565915;0671041789;3
0425130215;0440206154;3
0425130215;0440180295;3
0553565915;0385504209;3
0553565915;0380710218;3
076790382X;0679746048;3
0553565915;0375706771;3
0385334036;0375726403;3
0385334036;0375727345;3
0553568701;0425163385;3
0553568701;0446606189;3
0553568701;0446610038;3
0553568701;0446672211;3
0553568701;0553285920;3
0553568701;0345387651;3
0385333412;0385498802;3
0385333412;0375727345;3
0836218051;0061009059;3
0385319037;0743247612;3
014023828X;0446612545;3
0836218051;0140067477;3
0836217691;0804106304;3
014023828X;0451526341;3
0836217691;0877017883;3
0767903579;0385504209;3
080411935X;0316666343;3
0385318782;0684814994;3
0385318782;0743237188;3
0385318782;0743418174;3
0767903579;0385722435;3
0385319037;0385335881;3
0385319037;0440213525;3
0385319037;0446672211;3
080411935X;014025448X;3
0385318782;1558743669;3
0385318782;1558744150;3
0767903579;039592720X;3
0425182886;0671028375;3
0425182886;0446605409;3
014023828X;0385504209;3
0425182886;0425182878;3
0425182886;0425179885;3
0425182886;0425121259;3
0836218051;038529929X;3
014023828X;0375727345;3
014023828X;0375760911;3
014023828X;0380002930;3
014023828X;0670892963;3
0385319037;0316776963;3
0767903579;0151008116;3
080411935X;080411868X;3
080411935X;0345361792;3
0385318073;067976402X;3
0553562738;0312278586;3
0425135020;0312983867;3
0553562738;0140293248;3
0425135020;0142001740;3
0425135020;0060934417;3
0767903579;0440213525;3
0425135020;0671001795;3
0553562614;0671003755;3
080411918X;0316284955;3
0425135020;0385504209;3
0425135020;0425182908;3
0425135020;0425163385;3
080411935X;0060987529;3
080411918X;0316666343;3
0553562614;0316666343;3
0553562614;0316769487;3
0767903579;0440221471;3
0553562614;0345413350;3
0767903579;0316780375;3
0553562614;034538475X;3
0553562614;0553572997;3
0553562614;0312291639;3
080411918X;0440214041;3
0553562614;0441172717;3
014023828X;044023722X;3
0425184129;0316776963;3
0380730820;0345413873;3
0380730820;0553572326;3
0425184129;014025448X;3
014023828X;0316769487;3
014023828X;0316777730;3
0836218221;0440211727;3
0380730820;0425147622;3
0380730820;0425154092;3
0380730820;0425163407;3
0380730820;0440213525;3
0553274325;0345342968;3
0836204387;0060256737;3
0553274325;0060938455;3
0836204387;0439139597;3
0140440046;0553274295;3
0385314698;044900371X;3
0425145638;0425161242;3
0385314744;0452264464;3
0312983301;0440224764;3
0425145638;0345413903;3
0312983301;043935806X;3
0425145638;0425151867;3
0425145638;0425142485;3
0425145638;0440241073;3
0312983301;0316693200;3
0140481346;0441304834;3
0385315236;0451205421;3
0553382179;0316666343;3
0553382179;0316096199;3
0140481346;0684801523;3
0385314744;0679746048;3
0425145638;0671027360;3
0425145638;0451205421;3
0385314698;0312971346;3
0425145638;0446613266;3
0385314698;0345370775;3
0425145638;0446605484;3
0385315236;0525941908;3
0553382179;0060938455;3
0553382179;0060987529;3
0140481346;059035342X;3
0385315309;0842329242;3
0385315309;0684874350;3
0385315309;0684801523;3
0140481389;0399501487;3
0140481389;0440211727;3
0553382179;044021145X;3
0385315309;038542471X;3
0140620222;0140276904;3
0140620222;0099771519;3
0140620222;0140620184;3
0140620222;0140620427;3
0385314698;0452284449;3
0385314698;0671510053;3
0312983301;0385504209;3
0140620184;0425152251;3
0140481346;0345342968;3
0385315236;0316602051;3
0767903382;0805063897;3
0767903382;0743418174;3
0767903382;0679781587;3
0767903579;0060199652;3
0140481346;0385335881;3
0385315236;0385504209;3
0385315236;0440122090;3
0140481346;0439064872;3
0385315236;0440211727;3
0140481346;0142002267;3
0140481346;0316666343;3
0385315236;0440214041;3
0385315236;0440221595;3
0385315236;0345337662;3
076790382X;0316284955;3
0671002481;0345413873;3
0141007338;1573229326;3
0141007338;1857022424;3
0671002481;0060502258;3
0141007338;0860074382;3
0553563521;0446364193;3
0553563521;0446605239;3
0385324057;0671693816;3
0553563521;0446610038;3
0671002481;0440111811;3
0141007338;0451526341;3
0141007338;1400031354;3
0553563521;0345413881;3
0385324057;0440213525;3
0671002481;0312966970;3
0671002481;0385334036;3
0553563521;0385504209;3
0385324057;0446310786;3
0553563521;0425107469;3
0385324057;0671003755;3
0553563521;044021145X;3
0671002481;0440224675;3
0553563521;0440214041;3
0671002481;0425174271;3
0671002481;0399142282;3
0140481389;0446310786;3
0140481389;0671003755;3
0140481389;0553271636;3
0671002481;080411109X;3
0140481389;0553210092;3
0553382179;0671014196;3
0140481389;0316769487;3
0140481389;0345313860;3
0553382179;0385504209;3
0553382179;0375706771;3
0553382179;0812550706;3
0140620184;0140620222;3
0140620184;0140620427;3
0553382179;0887307876;3
0425133516;0425170349;3
0385323638;067976402X;3
0425133516;0425116840;3
0425133516;0425109720;3
0425133516;0399501487;3
0425133516;0804106304;3
0425133516;0439136350;3
0425133516;0440224764;3
0425133516;0439064864;3
0553562967;0156027321;3
0425133516;0446610038;3
0553562967;0316666343;3
0553562967;0345370805;3
0312284683;0399148248;3
0312284683;0399149848;3
0312284683;051513287X;3
0312283709;0971880107;3
0385503857;0449212602;3
0385503857;0451524934;3
0312283709;0446672211;3
0575400951;1573225517;3
0312283709;0743418174;3
0385503857;0375725784;3
0385503857;0399501487;3
0385503857;0385729340;3
0385503857;0375727345;3
0590112899;0552131059;3
0590112899;0552131075;3
0590112899;0552134627;3
0312284683;0316602051;3
0312283709;0684863472;3
0312284683;1551669498;3
0312288115;0451166582;3
0385503857;0446350982;3
059030271X;0142001740;3
0571081789;0684865742;3
0571081789;0446670251;3
0571081789;0451526341;3
0385509510;0679429220;3
0553801376;0385503822;3
0385509510;0609608444;3
0385509510;0590353403;3
0553800973;0446530239;3
0385509510;1573221937;3
0553800973;0425132048;3
0553800973;0446525804;3
0553800973;0425147622;3
0786868015;0670839531;3
0786868015;0670858692;3
059030271X;0671001795;3
0312925883;055356451X;3
0802132758;0316666343;3
0385504470;034538475X;3
0571081789;0316666343;3
0385504470;0345337662;3
0385504470;0385498721;3
0385504470;0345453387;3
0385504470;0525947647;3
0571081789;0140042598;3
0571081789;0156027321;3
0553813021;0671789422;3
0394223802;0312243022;3
0394223802;0312195516;3
0394223802;0060935464;3
0394223802;0786868716;3
0394223802;0771060548;3
0394223802;0140293248;3
0553582364;0312995423;3
0802132758;0345370775;3
0394281802;0060958022;3
0312952716;0451183665;3
0312171838;140003065X;3
0394281802;0060935464;3
0312952716;0446359866;3
0312952716;0446343455;3
0312171838;0786868716;3
0312171838;0804106304;3
0786869216;0786885688;3
0385507593;0345438329;3
0385507593;0345361792;3
0385507593;0060392452;3
0553813021;0425162443;3
0786868015;0451156609;3
0786884592;0440226430;3
0312272057;0060987561;3
0786866845;0671025333;3
0786866845;0671001795;3
0786884592;0446609404;3
0786866845;0671021001;3
0312272057;0345452550;3
0312272057;0156027321;3
0312272057;0375756981;3
0786866845;0786881852;3
0786884592;0312195516;3
0425080021;0553274503;3
055357258X;0553578308;3
0425080021;0439139597;3
0425080021;0812550706;3
0767912233;0446532452;3
0142004278;0142000205;3
0804109729;0684801523;3
0804109729;0743211383;3
0142004278;0060987103;3
0142004278;0312265867;3
0804109729;0671041789;3
0425080021;0446610038;3
0786884592;0345387651;3
0786884592;0375706771;3
0425080021;0441783589;3
0425080021;0441569595;3
0804109729;0786868716;3
0786884592;0385504209;3
0786884592;0451197747;3
0786866845;0449221512;3
0786866845;1558744150;3
0786866845;1558745017;3
0553801430;0743206045;3
0553801430;0786868716;3
0553801430;0684810395;3
0553801430;0743211375;3
0553801430;0553802496;3
0142003727;0786868716;3
0142004278;0375727345;3
0413537900;0670892963;3
0413537900;0375726403;3
0413537900;0375700757;3
0425097609;0316969680;3
0425092917;0804106304;3
0425092917;0804111359;3
0425097609;0345339711;3
0312978367;0446667900;3
0425097609;0345386108;3
0142003727;0140293248;3
0804109729;0451169530;3
0425083837;0440224764;3
0425083837;0440221471;3
0804109729;0440213525;3
0804109729;044021145X;3
0425080021;0345361792;3
0425092917;0316601950;3
0425092917;0312195516;3
0425092917;0142001740;3
0413537900;0060096195;3
0385496095;0743418174;3
0385496095;0767902521;3
0553584510;0446612545;3
0553584510;044021145X;3
0553584510;0440213525;3
0553584510;0440221471;3
0786866586;0060987561;3
0609608444;193156146X;3
0786866586;014028009X;3
0385496095;0749397357;3
0385509510;0060188731;3
0312421273;0375727345;3
0553584510;0446609404;3
0385496095;0671003755;3
0385496095;0670880728;3
0786866276;0971880107;3
0385496095;0609804138;3
0385496095;0385512104;3
0385496095;0385720106;3
0553586122;0312983271;3
0553586122;0312980140;3
0312421273;044023722X;3
0609608444;0312282990;3
0786866586;0385484518;3
0553584383;0743454146;3
0553584383;155166674X;3
0553584383;0553583468;3
0786866586;0452269571;3
0553800973;0399148639;3
0553800973;0399149155;3
0590660543;0330267388;3
0590660543;0156027321;3
0385509510;0060928336;3
0609608444;0805063897;3
0609608444;0786868716;3
0609608444;0385484518;3
0609608444;0385337116;3
0590660543;0552998486;3
0609608444;0345361792;3
0609608444;0060976845;3
0609608444;0060392452;3
0590660543;0552134627;3
0590660543;0552131075;3
0425172996;0553582747;3
0749397543;0142001740;3
0749397543;0156027321;3
0749397543;0156528207;3
0425172996;0451169530;3
0812551478;0312966970;3
0425172996;0451169522;3
0425172996;0449006522;3
0380804557;1573229326;3
0425172996;0446610038;3
0812551478;0345339711;3
0380804697;0373218397;3
0425172996;0440225701;3
0425172996;042518109X;3
0812551478;0312983867;3
0812550757;0316769487;3
0380804697;0515132020;3
0425172996;0425166619;3
0380804697;0515132136;3
0425172996;0425161242;3
0749397357;1853260207;3
0749397357;1573229326;3
060980619X;0375760911;3
060980619X;0375727345;3
060980619X;0425192725;3
060980619X;0385335482;3
0380804557;0842329218;3
0425177173;0425190641;3
0812570944;0385335482;3
0425177173;0385479565;3
0812570944;0446310786;3
0812570944;0345384466;3
0749397357;0553213105;3
0425177173;0425155404;3
0812565959;043935806X;3
0812565959;0380789035;3
0749397357;0679735909;3
0812551486;0886777844;3
0812551486;0886773520;3
0749397357;0802130208;3
0812551486;0345314255;3
0812565959;0380789019;3
0749397357;0451526341;3
0812550757;0553262505;3
0812550757;0440213525;3
0380804697;0446611778;3
0380804697;0440236053;3
0425177173;014029628X;3
0812570944;0345337662;3
0425177173;0440241073;3
0812570944;044021145X;3
0425177173;0440225701;3
0425177173;0440221471;3
0812570944;0316601950;3
0609807900;0373250134;3
0553582763;0316602906;3
0553582763;0316693006;3
0786866020;0399144463;3
0553582763;0345361792;3
0609807900;0385336179;3
0609807900;0316769487;3
0553582763;0375727345;3
0609807900;0312278586;3
0609807900;043935806X;3
0609807900;0446608955;3
0385729340;0385503857;3
0385729340;038533334X;3
0385729340;0385324057;3
0385729340;1400031354;3
0385729340;080410753X;3
0385729340;0446310786;3
0553582801;0060928336;3
0553582801;0060934417;3
0786915749;0345404319;3
0786915749;0345397819;3
0786915749;0345384466;3
0312205406;0385484518;3
0312205406;0385504209;3
0312205406;0312265840;3
0609809547;0312278586;3
060980619X;0385504209;3
060980619X;0385484518;3
060980619X;0061009059;3
060980619X;0140293248;3
060980619X;0140270590;3
0786866020;0679457526;3
0553278355;0553208845;3
0553278355;0553294903;3
0553278274;0060976845;3
0553278355;0671021001;3
067102535X;0385504209;3
0821769278;0316666343;3
067102535X;0515121843;3
067102535X;0425153975;3
081297106X;0679735909;3
067102535X;0375727345;3
0425179613;1592400876;3
081297106X;0679781587;3
0425179613;0812550706;3
067102535X;0440176484;3
0380792745;0767905180;3
0380792745;0679751521;3
0380792745;0767905385;3
0812971043;043935806X;3
055327886X;0316666343;3
0812971043;0440220602;3
067102535X;0440226104;3
0553278274;0684874350;3
0553278274;0385486804;3
0812971043;0380813815;3
0553278274;0440214041;3
0553278274;0446610399;3
0425179613;080410753X;3
0553278274;0449212602;3
0553278274;0385504209;3
0553278274;0439136369;3
042517736X;0316666343;3
042517736X;0142001740;3
0812570944;0451142934;3
0812575717;0345339681;3
0393050939;0380718340;3
042517736X;044651652X;3
042517736X;0440214041;3
0812575717;0439136369;3
0812575717;0439136350;3
042517736X;0385504209;3
0812575717;0441102670;3
042517736X;0446607207;3
042517736X;0446609404;3
042517736X;0671027360;3
0425178102;0446604666;3
0425178102;0679429220;3
0425178102;0316666343;3
0425178102;0345353145;3
0671024094;0671042262;3
0380805995;0446609404;3
0671024094;0446612545;3
0671024094;0743437802;3
0380805995;0446611808;3
0380805995;055357230X;3
0553278746;067102423X;3
0380792745;0425192725;3
0553278746;0553210092;3
0425178951;0385504209;3
081297106X;0449005615;3
0425179613;0375727345;3
0425178951;0440226430;3
0812971043;0842329129;3
0425179613;0060938455;3
0425179613;0060920084;3
0425178951;0553284789;3
0425179613;0156027321;3
0425178951;0449221512;3
0380789884;0515118656;3
0812971043;0316666343;3
0812971043;006099486X;3
081297106X;0671003755;3
081297106X;0316776963;3
0380789884;0373483503;3
0380804697;0671028375;3
0380805995;044021145X;3
0380805995;0439139597;3
0312147015;0140293248;3
0312147015;006098824X;3
0553581554;0375706771;3
0802132952;1573229326;3
0312147015;0070212570;3
0802135196;0142001740;3
0802135196;0743418174;3
0395083567;0440226430;3
0670031909;0345339711;3
055358099X;0446606812;3
0670030643;0375725784;3
055358099X;0671758896;3
0312171838;0060502258;3
0312171838;0060928336;3
0312171838;0060938455;3
0312955006;0345337662;3
055358099X;051513628X;3
055358099X;0515136379;3
055358099X;0553294903;3
055358099X;0553582658;3
055358099X;0553583956;3
0670030643;0385722206;3
0802135196;0440206154;3
0670031909;0312306326;3
0312955006;0671003755;3
0312955006;0671001795;3
0394800168;034538475X;3
0394800168;0316781142;3
0312147015;0446672211;3
0670030643;1400034779;3
0312147015;0142004235;3
0618129022;0609610597;3
0802132952;0446532231;3
0802132952;0451191137;3
0312955006;0671568175;3
0618002235;0399501487;3
0802132952;0452282829;3
0802132952;0452269571;3
0670031909;0312265867;3
0395083567;0345337662;3
0395083567;0316780375;3
0395083567;0312971346;3
0395083567;0312966970;3
0802135196;0451177096;3
0394281802;068484477X;3
0394281802;067976402X;3
0312955006;0061096113;3
0394281802;038542017X;3
0394281802;0375726403;3
0394281802;0375707972;3
0312150601;0553569058;3
0312150601;0553572997;3
0394758285;0451526341;3
0394404289;043935806X;3
0394281829;067976402X;3
0394571029;0440211727;3
0802132758;0679723110;3
0312952716;0671888587;3
0394281802;039592720X;3
0394758285;0312924585;3
0394571029;0670858692;3
0394758285;0345313860;3
055358264X;0553584049;3
055358264X;0515136530;3
055358264X;0553583980;3
055358264X;0671014196;3
055358264X;0743411250;3
055358264X;0515136379;3
055358264X;051513628X;3
055358264X;0515131229;3
0393317552;0877017883;3
0393317552;0553562738;3
0393317552;0684874350;3
0393317552;1573229326;3
055358264X;0452282152;3
055358264X;0515128554;3
0393317552;0380804557;3
0393317552;0374270325;3
0553582658;0553573209;3
0393317552;0380789019;3
0553582658;0425148297;3
0393317552;0385504209;3
0393317552;0385494246;3
0393050939;0609804138;3
0393050939;0553572997;3
0786866020;0312291639;3
0786866020;0156027321;3
0618129022;043935806X;3
0618129022;0440213525;3
0618129022;0439136350;3
0618129022;0449005615;3
0618129022;0345313860;3
0802132952;0679723161;3
0618129022;0439064864;3
0786861347;0385484518;3
0786861347;044651652X;3
0618129022;0345339681;3
0553582658;1551668998;3
0393312836;0451526341;3
0393312836;0451524934;3
0393312836;0446310786;3
0393312836;0060930187;3
0393312836;0060929871;3
0553582658;055358099X;3
0393312836;0802132952;3
0393312836;0684801523;3
0393312836;0679723161;3
0385494246;059035342X;3
0385494246;0553280589;3
0385720920;0375725784;3
0385720920;0345413903;3
0385494246;0553213105;3
0385494246;0553213148;3
0385494246;0060008032;3
0385494246;0140293248;3
0553583980;0553584049;3
0553583980;0515131229;3
0553583980;051513287X;3
0553583980;051513628X;3
0553583980;0515136379;3
0553583980;055358264X;3
0385720467;1573229326;3
0553584375;1400034779;3
0553583980;0515122734;3
0786866276;0452264464;3
0553584375;0553569910;3
0786866276;0452282829;3
0553582801;0375705856;3
0553582801;0375703063;3
0312205406;0671001795;3
0312205406;0060392452;3
0786866276;044651652X;3
0385720467;0312291639;3
0385720467;0312263120;3
0553583956;0446606189;3
0786866276;0316780375;3
0553583956;0373218036;3
0553583956;0446531332;3
0553583956;0553265741;3
0553583956;0425189031;3
0786866276;038079487X;3
0553583956;0440213525;3
0553583956;0439064872;3
0553583956;044021145X;3
0553583956;0446611212;3
0312244266;0671038184;3
0312244266;0679781587;3
0786889616;0440241073;3
0312244266;0452282829;3
0786866020;1592400876;3
0786889616;0515132136;3
0786889616;0451204891;3
0312244266;0440222656;3
0312244266;0425167313;3
0786889616;0440235162;3
0786866020;0684874350;3
0786866020;0811801802;3
0312244266;0316601950;3
0786866020;0786868716;3
0786866020;0877017883;3
0312244266;0312195516;3
0312244266;0375506039;3
055327886X;038549081X;2
055327886X;0380813815;2
055327886X;0380698714;2
055327886X;0380002930;2
055327886X;0375702709;2
055327886X;0060928336;2
055327886X;0345361792;2
055327886X;0060502258;2
055327886X;0060976845;2
0425182886;0743424425;2
0425182886;074343627X;2
0425182886;0786889608;2
0425182886;0671758896;2
0425182886;0671004573;2
0553274325;0446670111;2
0553274325;0140067477;2
0553274325;0380789035;2
0553274325;0380813815;2
0553274325;0446310786;2
0553274325;0441172717;2
0425188809;0385494246;2
0425188809;0061015725;2
0553260960;0446607657;2
0553260960;0446604801;2
0553278274;0451184963;2
0553278274;051512608X;2
0553262505;0312278586;2
0553262505;0312195516;2
0553263226;0439136369;2
0553263226;0380002930;2
0553263226;0345339703;2
0553263226;0316666343;2
0553263226;002542730X;2
0312288115;0767900383;2
0312288115;0446519138;2
0312288115;0451163524;2
0312288115;0452282152;2
0312288115;059035342X;2
0312288115;0679459626;2
0312288115;0767905202;2
0312288115;0679781587;2
0802132758;0140258795;2
0802132758;014029628X;2
0802132758;006440188X;2
0802132758;0060987529;2
0802132758;006092988X;2
0802132758;0060929790;2
0802132758;0060256672;2
0312205406;0399148639;2
0786915749;0060392452;2
0786915749;0316666343;2
0786915749;0553562738;2
0786915749;0553582755;2
0786915749;0836218620;2
0786915749;0618002227;2
0786915749;0590353403;2
0553277243;043935806X;2
0553277243;0439139597;2
0553277243;0439136369;2
042518109X;0671729411;2
042518109X;0671888587;2
042518109X;0671042262;2
042518109X;0679429220;2
0553277243;0064407667;2
0553277243;0062502182;2
0553277243;0060502258;2
0553277243;0836218620;2
0425181111;0440226430;2
0425181111;042518286X;2
0425181111;0553582755;2
0425181111;0671042858;2
0425181111;051513287X;2
0425181111;0061031070;2
0425181111;0140293248;2
0425181111;0312278586;2
0425181111;0312995423;2
0425181111;0316666343;2
0312275420;0385504209;2
0312275420;0452269571;2
0312275420;0385722206;2
0312275420;039592720X;2
0312275420;0156027321;2
0786869216;0345443284;2
0786869216;0345392825;2
0786869216;0316769487;2
0786869216;0312291639;2
0786869216;0312278586;2
0786869216;0440220424;2
0786869216;043935806X;2
0425171493;0064472795;2
0425171493;0142001740;2
0425171493;0316601950;2
0425171396;0804106304;2
0425171396;0385504209;2
0425171396;034538430X;2
0425171493;0385504209;2
0425171396;0446611212;2
0425171396;0449223604;2
0425171396;0425135020;2
0425171396;0425162788;2
0425171396;0425179885;2
0425171396;0425182878;2
0425171493;0446670251;2
0425171493;0449223612;2
0425171493;051513628X;2
055328942X;0345423291;2
055328942X;0671003755;2
055328942X;0671016768;2
0425158640;0446605239;2
0425158640;0449221490;2
0425158640;0451153553;2
0425158640;0515102652;2
0425158640;0425180964;2
0425158640;0440221471;2
0425158640;0380710218;2
0425158640;0380789035;2
0425164349;0375727345;2
0425164349;0380789019;2
0425164349;0380813815;2
0425164349;038533348X;2
0425164349;0688177751;2
0425164349;1400031354;2
0553282476;0375726403;2
0553282476;0385486804;2
0553282476;0380813815;2
0425164349;0316769487;2
0553281747;0441790348;2
0553281747;044021145X;2
0553281747;0399501487;2
0553281747;0385722206;2
0553281747;038549081X;2
0425164349;0316666343;2
0553282476;0060976845;2
0553282476;0060930535;2
0553282476;0060392452;2
0553282476;0452282829;2
0553282476;0449212602;2
0553282476;0316666343;2
042517736X;044021145X;2
042517736X;0345384350;2
0425178102;0440211263;2
0425178102;0440213525;2
0425178102;0440219078;2
0425178102;0440224764;2
0425178102;044023722X;2
0425178102;0446310786;2
0425185710;0440220602;2
0425185710;0440213525;2
0553268937;0060920084;2
0553268937;1565122968;2
0553268937;1400031362;2
0553268937;0380731851;2
0553268937;0375726403;2
0553268937;0375700757;2
0553268937;0064405842;2
0553268937;0316769495;2
0553268937;0385721420;2
0425184129;0440204887;2
0425184129;0425158616;2
0425184129;0385482388;2
0425184129;0385505833;2
0425184226;0316096199;2
0425184226;0345391055;2
0425184226;034540288X;2
0425184226;0345417623;2
0425191184;0786889608;2
0425162788;0380710218;2
0425162788;0373825013;2
0425162788;0385504209;2
0553283685;0380789035;2
0553283685;0140186409;2
0553283685;0441790348;2
0553283685;0345413350;2
0553283685;0345384350;2
0553283685;0345348109;2
042515601X;044021145X;2
042515601X;0553295977;2
042515601X;0842329129;2
042515601X;0515131229;2
0425162788;0451142934;2
042515601X;0425184226;2
042515601X;0440211727;2
042515601X;0440220602;2
0553287346;0671025333;2
0553287737;0425185710;2
0553287737;0440211263;2
0553287737;0446604666;2
0553287737;0446531332;2
0140386335;0425133540;2
015602943X;0767900383;2
015602943X;068484267X;2
015602943X;0743225082;2
015602943X;0743418174;2
0804102988;0142001430;2
0804102988;014028009X;2
0804102988;0140119906;2
0804102988;0316666343;2
080411935X;0070212570;2
080411935X;0064407667;2
080411935X;0786881852;2
080411935X;0060976845;2
080411918X;0439139600;2
080411918X;0439064872;2
080411918X;0385504209;2
080411918X;0385474016;2
080411918X;0373250118;2
080411918X;0345424719;2
080411918X;0440211727;2
0156012197;0385335881;2
0156012197;0345389964;2
0156012197;0345370805;2
0156011042;0316789089;2
0156011042;0670894605;2
0156011042;0671003755;2
0156011042;0671041789;2
0156011042;0671776134;2
0156011042;0316781010;2
0156011042;068484477X;2
0156011042;0440217563;2
0156011042;0440224764;2
0140620427;0451176464;2
0140620427;0451203895;2
0140620427;0553213105;2
0140620427;0552998486;2
0140620427;0552996181;2
0140620427;0552131067;2
0140620427;0439139600;2
0140386335;014028009X;2
0140386335;0812550706;2
0140386335;0679781587;2
0140386335;0553280414;2
0804111898;034529873X;2
0140620184;0446604666;2
0140620184;043935806X;2
0140620184;0451176464;2
0140620184;0740723367;2
0140620184;0743424425;2
0140620184;0671039725;2
0140620338;0971880107;2
0140620338;0385722206;2
0140620184;0345378490;2
0140620222;0440206154;2
0140620222;0451209907;2
0140620222;0553213148;2
0140620222;0553213172;2
0140620222;0590112899;2
0140620222;0590660543;2
0140430725;0743227441;2
0140430725;0749397543;2
0140430725;0804106304;2
0140430725;0743237188;2
0140430016;1857022424;2
0140430016;0874776945;2
0140430016;0385336810;2
0140430016;0609804138;2
0140430016;0451183665;2
0804106436;0312265867;2
0804106436;0142001740;2
0804106436;0399149155;2
0804106436;0439139597;2
0804106436;0345423402;2
0804106436;0385503822;2
0804106436;0385474016;2
